state_name,county_fips,county_name,votes_gop,votes_dem,total_votes,diff,per_gop,per_dem,per_point_diff
Nevada,32009,Esmeralda County,400,74,487,326,0.8213552361396300,0.15195071868583200,0.6694045174537990
Nevada,32011,Eureka County,895,105,1017,790,0.880039331366765,0.10324483775811200,0.7767944936086530
Nevada,32013,Humboldt County,5877,1689,7771,4188,0.7562733238965390,0.21734654484622300,0.5389267790503150
Nevada,32015,Lander County,2198,496,2765,1702,0.7949367088607600,0.17938517179023500,0.6155515370705250
Nevada,32017,Lincoln County,2067,330,2446,1737,0.8450531479967290,0.1349141455437450,0.7101390024529840
Nevada,32019,Lyon County,20914,8473,30238,12441,0.6916462729016470,0.28021033137112200,0.4114359415305250
Nevada,32021,Mineral County,1423,829,2335,594,0.6094218415417560,0.3550321199143470,0.254389721627409
Nevada,32023,Nye County,17528,7288,25378,10240,0.6906769642997870,0.28717787059658000,0.40349909370320700
Nevada,32027,Pershing County,1731,547,2320,1184,0.7461206896551720,0.23577586206896600,0.5103448275862070
Nevada,32029,Storey County,1908,902,2877,1006,0.6631908237747650,0.313521028849496,0.34966979492526900
Nevada,32031,Washoe County,116760,128128,252142,-11368,0.4630723957135270,0.5081581013873140,-0.04508570567378710
Nevada,32033,White Pine County,3403,859,4369,2544,0.7788967727168690,0.1966124971389330,0.5822842755779360
Nevada,32510,Carson City,16113,12735,29739,3378,0.5418137798850000,0.4282255623928180,0.11358821749218200
New Hampshire,33001,Belknap County,20899,16894,38453,4005,0.5434946558135910,0.43934153382050800,0.10415312199308200
New Hampshire,33003,Carroll County,16150,16649,33272,-499,0.4853931233469580,0.500390718922818,-0.014997595575859600
New Hampshire,33005,Cheshire County,17892,25506,44206,-7614,0.4047414378138710,0.5769805003845630,-0.17223906257069200
New Hampshire,33007,Coos County,8617,7640,16528,977,0.5213576960309780,0.46224588576960300,0.05911181026137460
New Hampshire,33009,Grafton County,19905,33180,53989,-13275,0.3686862138583790,0.6145696345551870,-0.24588342069680900
New Hampshire,33011,Hillsborough County,104625,122344,231040,-17719,0.45284366343490300,0.5295360110803320,-0.07669234764542940
New Hampshire,33013,Merrimack County,39711,48533,89887,-8822,0.441788022739662,0.5399334720259880,-0.09814544928632620
New Hampshire,33015,Rockingham County,95858,100064,198943,-4206,0.48183650593386000,0.5029782399983920,-0.02114173406453110
New Hampshire,33017,Strafford County,30489,41721,73729,-11232,0.41352791981445600,0.565869603548129,-0.15234168373367300
New Hampshire,33019,Sullivan County,11508,12390,24383,-882,0.47196817454784100,0.5081409178526020,-0.036172743304761400
New Jersey,34001,Atlantic County,64438,73808,140441,-9370,0.45882612627366700,0.5255445347156460,-0.06671840844197910
New Jersey,34003,Bergen County,204417,285967,497460,-81550,0.4109214811241110,0.574854259638966,-0.1639327785148560
New Jersey,34005,Burlington County,103345,154595,262650,-51250,0.393470397867885,0.5885969921949360,-0.1951265943270510
New Jersey,34007,Camden County,86207,175065,265599,-88858,0.3245757702400990,0.6591327527588580,-0.3345569825187600
New Jersey,34009,Cape May County,33158,23941,57933,9217,0.5723508190495920,0.4132532408126630,0.15909757823692900
New Jersey,34011,Cumberland County,28952,32742,62575,-3790,0.4626767878545750,0.5232441070715140,-0.06056731921693960
New Jersey,34013,Essex County,75475,266820,345311,-191345,0.2185710851956640,0.7726947592170540,-0.5541236740213900
New Jersey,34015,Gloucester County,83340,86702,173453,-3362,0.48047597908367100,0.49985875136204000,-0.019382772278369400
New Jersey,34017,Hudson County,65698,181452,250458,-115754,0.26231144543196900,0.7244807512636850,-0.4621693058317160
New Jersey,34019,Hunterdon County,43153,39457,84673,3696,0.5096429794621660,0.46599270133336500,0.043650278128801300
New Jersey,34021,Mercer County,51641,122532,177223,-70891,0.2913899437431940,0.6914001004384310,-0.4000101566952370
New Jersey,34023,Middlesex County,143467,226250,375692,-82783,0.38187398187877300,0.6022220329418780,-0.2203480510631050
New Jersey,34025,Monmouth County,191808,181291,378390,10517,0.5069055736145250,0.47911149871825400,0.02779407489627110
New Jersey,34027,Morris County,141134,153881,300917,-12747,0.46901305011016300,0.5113735681267590,-0.042360518016595900
New Jersey,34029,Ocean County,217740,119456,342746,98284,0.6352809369037130,0.3485263139467710,0.2867546229569420
New Jersey,34031,Passaic County,92009,129097,224330,-37088,0.41015022511478600,0.5754780903133780,-0.16532786519859100
New Jersey,34033,Salem County,18827,14479,34042,4348,0.5530521120968220,0.4253275365724690,0.1277245755243520
New Jersey,34035,Somerset County,71996,111173,186891,-39177,0.38522989336030100,0.5948547549106160,-0.2096248615503150
New Jersey,34037,Sussex County,51698,34481,88352,17217,0.5851367258239770,0.3902684715682720,0.19486825425570400
New Jersey,34039,Union County,80002,170245,254041,-90243,0.3149176707696790,0.6701477320589980,-0.35523006128931900
New Jersey,34041,Warren County,34769,24901,61057,9868,0.5694514961429480,0.4078320258119460,0.1616194703310020
New Mexico,35001,Bernalillo County,116135,193757,317590,-77622,0.3656758714065300,0.6100853301426370,-0.24440945873610600
New Mexico,35003,Catron County,1698,595,2326,1103,0.7300085984522790,0.25580395528804800,0.47420464316423000
New Mexico,35005,Chaves County,15656,6381,22443,9275,0.6975894488259150,0.2843202780376960,0.41326917078821900
New Mexico,35006,Cibola County,3975,4745,8903,-770,0.4464787150398740,0.5329664158148940,-0.08648770077501970
New Mexico,35007,Colfax County,3271,2611,6016,660,0.543716755319149,0.4340093085106380,0.10970744680851100
New Mexico,35009,Curry County,10444,4307,15101,6137,0.691609827163764,0.2852128998079600,0.40639692735580400
New Mexico,35011,De Baca County,656,231,901,425,0.7280799112097670,0.2563817980022200,0.4716981132075470
New Mexico,35013,Doña Ana County,32802,47957,82641,-15155,0.3969216248593310,0.5803051753972,-0.18338355053786900
New Mexico,35015,Eddy County,17454,5424,23222,12030,0.7516148479889760,0.23357161312548400,0.5180432348634920
New Mexico,35017,Grant County,6553,7590,14435,-1037,0.45396605472809100,0.5258053342570140,-0.07183927952892280
New Mexico,35019,Guadalupe County,917,1234,2189,-317,0.4189127455459110,0.5637277295568750,-0.14481498401096400
New Mexico,35021,Harding County,319,179,505,140,0.6316831683168320,0.35445544554455400,0.27722772277227700
New Mexico,35023,Hidalgo County,1120,823,1974,297,0.5673758865248230,0.41691995947315100,0.15045592705167200
New Mexico,35025,Lea County,16531,4061,20918,12470,0.7902763170475190,0.1941390190266760,0.5961372980208430
New Mexico,35027,Lincoln County,6942,3194,10306,3748,0.6735882010479330,0.30991655346400200,0.3636716475839320
New Mexico,35028,Los Alamos County,4278,7554,12293,-3276,0.348002928495892,0.6144960546652570,-0.2664931261693650
New Mexico,35029,Luna County,4408,3563,8103,845,0.543996050845366,0.43971368628902900,0.10428236455633700
New Mexico,35031,McKinley County,7801,18029,26486,-10228,0.29453296080948400,0.6806992373329310,-0.3861662765234460
New Mexico,35033,Mora County,903,1745,2686,-842,0.3361876396128070,0.6496649292628440,-0.31347728965003700
New Mexico,35035,Otero County,14521,8485,23571,6036,0.6160536252174280,0.3599762419922790,0.2560773832251500
New Mexico,35037,Quay County,2634,1170,3873,1464,0.6800929512006200,0.3020914020139430,0.37800154918667700
New Mexico,35039,Rio Arriba County,5408,10990,16628,-5582,0.3252345441424100,0.6609333654077460,-0.33569882126533600
New Mexico,35041,Roosevelt County,4634,1802,6608,2832,0.701271186440678,0.2726997578692490,0.4285714285714290
New Mexico,35043,Sandoval County,34174,40588,76562,-6414,0.4463572007000860,0.5301324416812520,-0.08377524098116560
New Mexico,35045,San Juan County,32874,18083,52294,14791,0.6286380846751060,0.34579492867250500,0.28284315600260100
New Mexico,35047,San Miguel County,3421,7888,11531,-4467,0.2966785187754750,0.6840690313069120,-0.38739051253143700
New Mexico,35049,Santa Fe County,18329,62530,82227,-44201,0.2229073175477640,0.7604558113515030,-0.5375484938037390
New Mexico,35051,Sierra County,3542,2265,5945,1277,0.5957947855340620,0.3809924306139610,0.21480235492010100
New Mexico,35053,Socorro County,3255,3722,7160,-467,0.454608938547486,0.5198324022346370,-0.06522346368715090
New Mexico,35055,Taos County,3715,13121,17181,-9406,0.21622722775158600,0.7636924509632730,-0.5474652232116870
New Mexico,35057,Torrance County,4772,2344,7281,2428,0.6554044774069500,0.3219338003021560,0.33347067710479300
New Mexico,35059,Union County,1388,383,1789,1005,0.7758524315259920,0.21408608160983800,0.5617663499161540
New Mexico,35061,Valencia County,17364,14263,32277,3101,0.537968212659169,0.4418936084518390,0.09607460420733030
New York,36001,Albany County,51081,99474,154101,-48393,0.3314774076741880,0.6455117098526290,-0.31403430217844100
New York,36003,Allegany County,14135,6048,20782,8087,0.6801559041478200,0.2910210759310940,0.389134828216726
New York,36005,Bronx County,67740,355374,425715,-287634,0.1591205383883580,0.8347697403192280,-0.6756492019308690
New York,36007,Broome County,43800,47010,92794,-3210,0.4720132767204780,0.5066060305623210,-0.03459275384184320
New York,36009,Cattaraugus County,22155,11879,34845,10276,0.6358157554885920,0.34090974314822800,0.2949060123403650
New York,36011,Cayuga County,19512,16149,36421,3363,0.5357348782295930,0.44339803959254300,0.09233683863705010
New York,36013,Chautauqua County,34853,23087,59304,11766,0.5877006610009440,0.3892992041009040,0.19840145690004100
New York,36015,Chemung County,21922,16636,39410,5286,0.5562547576757170,0.42212636386703900,0.13412839380867800
New York,36017,Chenango County,13482,8290,22282,5192,0.6050623821919040,0.372049187685127,0.23301319450677700
New York,36019,Clinton County,16514,18364,35437,-1850,0.4660101024353080,0.5182154245562550,-0.052205322120947100
New York,36021,Columbia County,14464,20386,35522,-5922,0.40718428016440500,0.5738978661111420,-0.16671358594673700
New York,36023,Cortland County,10789,10369,21678,420,0.49769351416182300,0.47831903312113700,0.019374481040686400
New York,36025,Delaware County,13387,9143,23025,4244,0.5814115092290990,0.3970901194353960,0.1843213897937030
New York,36027,Dutchess County,66872,81443,151122,-14571,0.44250340784267000,0.5389221953123970,-0.09641878746972640
New York,36029,Erie County,197527,267174,473021,-69647,0.41758611139886000,0.564824817502817,-0.14723870610395700
New York,36031,Essex County,8976,9947,19259,-971,0.46606781245132100,0.5164857988472920,-0.050417986395970700
New York,36033,Franklin County,9668,9253,19268,415,0.5017645837658290,0.4802262819182060,0.021538301847623000
New York,36035,Fulton County,15378,7931,23744,7447,0.6476583557951480,0.33402122641509400,0.31363712938005400
New York,36037,Genesee County,18876,9625,29217,9251,0.6460622240476440,0.32943149536228900,0.3166307286853540
New York,36039,Greene County,14271,10346,25194,3925,0.5664443915217910,0.4106533301579740,0.15579106136381700
New York,36041,Hamilton County,2225,1178,3460,1047,0.6430635838150290,0.34046242774566500,0.30260115606936400
New York,36043,Herkimer County,18870,9937,29319,8933,0.6436099457689550,0.3389269756812990,0.30468297008765600
New York,36045,Jefferson County,25629,17307,43848,8322,0.5844964422550630,0.3947044334975370,0.189792008757526
New York,36047,Kings County,202772,703310,913246,-500538,0.22203436970980400,0.7701210845708600,-0.548086714861056
New York,36049,Lewis County,8894,3824,12944,5070,0.6871137206427690,0.2954264524103830,0.3916872682323860
New York,36051,Livingston County,18182,12477,31401,5705,0.5790261456641510,0.39734403362950200,0.1816821120346490
New York,36053,Madison County,18408,14807,34038,3601,0.5408073329807860,0.43501380809683300,0.10579352488395300
New York,36055,Monroe County,145661,225746,380983,-80085,0.38232939527485500,0.5925356249491450,-0.21020622967429000
New York,36057,Montgomery County,12745,7977,21134,4768,0.6030566859089620,0.37744866092552300,0.22560802498343900
New York,36059,Nassau County,326716,396504,732756,-69788,0.445872841709928,0.5411132764521890,-0.09524043474226070
New York,36061,New York County,85185,603040,694904,-517855,0.12258527796645300,0.86780332247332,-0.7452180445068670
New York,36063,Niagara County,56068,46029,104080,10039,0.5387009992313610,0.44224634896233700,0.09645465026902380
New York,36065,Oneida County,57180,41567,100746,15613,0.5675659579536660,0.41259206320846500,0.15497389474520100
New York,36067,Onondaga County,90619,138894,234735,-48275,0.38604809678999700,0.5917055402901140,-0.2056574435001170
New York,36069,Ontario County,29039,29025,59674,14,0.48662734189094100,0.4863927338539400,0.00023460803700103800
New York,36071,Orange County,84996,84684,172099,312,0.4938785234080380,0.49206561339694000,0.0018129100110982300
New York,36073,Orleans County,12126,5587,18154,6539,0.6679519665087580,0.30775586647570800,0.3601961000330510
New York,36075,Oswego County,32138,21143,54491,10995,0.5897854691600450,0.3880090290139660,0.2017764401460790
New York,36077,Otsego County,14382,12975,28008,1407,0.5134961439588690,0.4632604970008570,0.05023564695801200
New York,36079,Putnam County,29283,24953,54989,4330,0.5325246867555330,0.4537816654239940,0.07874302133153900
New York,36081,Queens County,212665,569038,787860,-356373,0.26992739826872800,0.7222577615312370,-0.4523303632625090
New York,36083,Rensselaer County,36500,40969,79409,-4469,0.4596456321071920,0.5159238877205350,-0.05627825561334350
New York,36085,Richmond County,123320,90997,216153,32323,0.5705218063131210,0.4209842102584740,0.14953759605464600
New York,36087,Rockland County,73186,75802,150369,-2616,0.48670936163704000,0.5041065645179530,-0.01739720288091300
New York,36089,St. Lawrence County,24608,19361,44907,5247,0.5479769300999840,0.4311354577237400,0.1168414723762440
New York,36091,Saratoga County,61305,68471,132655,-7166,0.46213863028155700,0.5161584561456410,-0.05401982586408350
New York,36093,Schenectady County,30741,42465,74826,-11724,0.41083313286825400,0.5675166386015560,-0.1566835057333010
New York,36095,Schoharie County,9903,5345,15710,4558,0.6303628262253340,0.3402291534054740,0.2901336728198600
New York,36097,Schuyler County,5621,3903,9766,1718,0.57556829817735,0.39965185336883100,0.17591644480851900
New York,36099,Seneca County,8329,6914,15630,1415,0.5328854766474730,0.44235444657709500,0.09053103007037740
New York,36101,Steuben County,29474,15790,46178,13684,0.6382693057300010,0.3419377192602540,0.2963315864697480
New York,36103,Suffolk County,381253,381021,771541,232,0.4941448348175920,0.493844137900643,0.00030069691694928300
New York,36105,Sullivan County,18665,15489,34647,3176,0.5387190810171160,0.4470516927872540,0.0916673882298612
New York,36107,Tioga County,14791,9634,25044,5157,0.5906005430442420,0.3846829579939310,0.20591758505031100
New York,36109,Tompkins County,11096,33619,45735,-22523,0.24261506504865000,0.7350825407237350,-0.49246747567508500
New York,36111,Ulster County,37590,57970,97420,-20380,0.38585506056251300,0.5950523506466850,-0.20919729008417200
New York,36113,Warren County,17699,17642,36131,57,0.4898563560377520,0.48827876338878000,0.0015775926489717800
New York,36115,Washington County,15941,11565,28138,4376,0.5665292487028220,0.41101002203426000,0.1555192266685620
New York,36117,Wayne County,26204,17456,44714,8748,0.5860356935188090,0.3903922708771300,0.19564342264167800
New York,36119,Westchester County,144713,312371,462122,-167658,0.3131489087297290,0.6759492082177430,-0.362800299488014
New York,36121,Wyoming County,13898,5073,19399,8825,0.7164286818908190,0.2615083251714010,0.4549203567194190
New York,36123,Yates County,6208,4219,10701,1989,0.5801326978787030,0.3942622184842540,0.18587047939444900
North Carolina,37001,Alamance County,46056,38825,86091,7231,0.5349688120709480,0.4509762925276740,0.08399251954327400
North Carolina,37003,Alexander County,15888,4145,20236,11743,0.7851354022534100,0.2048329709428740,0.5803024313105360
North Carolina,37005,Alleghany County,4527,1486,6076,3041,0.7450625411454900,0.2445687952600400,0.5004937458854510
North Carolina,37007,Anson County,5321,5789,11194,-468,0.4753439342504910,0.5171520457387890,-0.04180811148829730
North Carolina,37009,Ashe County,11451,4164,15814,7287,0.7241052232199320,0.26331099026179300,0.46079423295813800
North Carolina,37011,Avery County,7172,2191,9458,4981,0.7582998519771620,0.23165574117149500,0.5266441108056670
North Carolina,37013,Beaufort County,16437,9633,26315,6804,0.6246247387421620,0.36606498194945800,0.2585597567927040
North Carolina,37015,Bertie County,3817,5939,9815,-2122,0.3888945491594500,0.6050942435048400,-0.21619969434539000
North Carolina,37017,Bladen County,9676,7326,17125,2350,0.5650218978102190,0.4277956204379560,0.13722627737226300
North Carolina,37019,Brunswick County,55850,33310,90175,22540,0.6193512614360970,0.3693928472414750,0.24995841419462200
North Carolina,37021,Buncombe County,62412,96515,161569,-34103,0.3862869733674160,0.5973608798717580,-0.21107390650434200
North Carolina,37023,Burke County,31019,13118,44602,17901,0.6954620869019330,0.29411237164252700,0.40134971525940500
North Carolina,37025,Cabarrus County,63237,52162,117227,11075,0.539440572564341,0.44496575021112900,0.09447482235321210
North Carolina,37027,Caldwell County,32119,10245,42829,21874,0.7499357911695350,0.23920707931541700,0.5107287118541180
North Carolina,37029,Camden County,4312,1537,5953,2775,0.7243406685704690,0.2581891483285740,0.4661515202418950
North Carolina,37031,Carteret County,30028,12093,42695,17935,0.7033142054104700,0.283241597376742,0.42007260803372800
North Carolina,37033,Caswell County,7089,4860,12051,2229,0.5882499377645010,0.4032860343539960,0.18496390341050500
North Carolina,37035,Catawba County,56588,25689,83425,30899,0.6783098591549300,0.30792927779442600,0.37038058136050300
North Carolina,37037,Chatham County,21186,26787,48599,-5601,0.43593489577974900,0.5511841807444600,-0.11524928496471100
North Carolina,37039,Cherokee County,12628,3583,16423,9045,0.768921634293369,0.2181696401388300,0.5507519941545390
North Carolina,37041,Chowan County,4471,3247,7784,1224,0.5743833504624870,0.4171377183967110,0.1572456320657760
North Carolina,37043,Clay County,5112,1699,6893,3413,0.7416219352966780,0.24648193819817200,0.4951399970985060
North Carolina,37045,Cleveland County,33798,16955,51308,16843,0.6587276837920010,0.33045528962345100,0.32827239416855100
North Carolina,37047,Columbus County,16832,9446,26446,7386,0.6364667624593510,0.35718067004461900,0.27928609241473200
North Carolina,37049,Craven County,31032,21148,53065,9884,0.5847922359370580,0.39853010458871200,0.18626213134834600
North Carolina,37051,Cumberland County,60032,84469,147150,-24437,0.40796466190961600,0.5740332993544000,-0.16606863744478400
North Carolina,37053,Currituck County,11657,4195,16147,7462,0.7219297702359570,0.2598005821514830,0.4621291880844740
North Carolina,37055,Dare County,13938,9936,24232,4002,0.5751898316276000,0.41003631561571500,0.1651535160118850
North Carolina,37057,Davidson County,64658,22636,88514,42022,0.7304833133741560,0.25573355627358400,0.47474975710057200
North Carolina,37059,Davie County,18228,6713,25311,11515,0.7201611947374660,0.26522065505116400,0.4549405396863020
North Carolina,37061,Duplin County,13793,8767,22715,5026,0.6072198987453230,0.38595641646489100,0.2212634822804310
North Carolina,37063,Durham County,32459,144688,179914,-112229,0.1804139755661040,0.804206454194782,-0.6237924786286780
North Carolina,37065,Edgecombe County,9206,16089,25477,-6883,0.36134552733838400,0.6315107744239900,-0.27016524708560700
North Carolina,37067,Forsyth County,85064,113033,201270,-27969,0.4226362597505840,0.561598847319521,-0.13896258756893700
North Carolina,37069,Franklin County,20901,15879,37351,5022,0.5595834114213810,0.42512917994163500,0.13445423147974600
North Carolina,37071,Gaston County,73033,40959,115498,32074,0.6323312957800140,0.3546295173942410,0.27770177838577300
North Carolina,37073,Gates County,3367,2546,5971,821,0.5638921453692850,0.426394238820968,0.1374979065483170
North Carolina,37075,Graham County,3710,905,4665,2805,0.7952840300107180,0.1939978563772780,0.6012861736334410
North Carolina,37077,Granville County,16647,14565,31598,2082,0.52683714159124,0.4609468953731250,0.06589024621811510
North Carolina,37079,Greene County,4874,3832,8753,1042,0.5568376556609160,0.4377927567691080,0.11904489889180900
North Carolina,37081,Guilford County,107294,173086,284486,-65792,0.3771503694382150,0.6084165828898440,-0.23126621345162900
North Carolina,37083,Halifax County,10080,15545,25759,-5465,0.3913195388019720,0.6034783959004620,-0.2121588570984900
North Carolina,37085,Harnett County,35177,22093,58293,13084,0.6034515293431460,0.37899919372823500,0.2244523356149110
North Carolina,37087,Haywood County,22834,13144,36542,9690,0.6248700125882550,0.3596956926276610,0.26517431996059300
North Carolina,37089,Henderson County,40032,27211,68371,12821,0.5855114010326020,0.39799037603662400,0.18752102499597800
North Carolina,37091,Hertford County,3479,7097,10634,-3618,0.3271581719014480,0.6673876246003390,-0.3402294526988900
North Carolina,37093,Hoke County,9453,11804,21639,-2351,0.4368501317066410,0.5454965571421970,-0.10864642543555600
North Carolina,37095,Hyde County,1418,1046,2492,372,0.5690208667736760,0.41974317817014400,0.14927768860353100
North Carolina,37097,Iredell County,67010,33888,102371,33122,0.6545799103261670,0.3310312490842130,0.3235486612419530
North Carolina,37099,Jackson County,11356,9591,21428,1765,0.5299607989546390,0.44759193578495400,0.0823688631696845
North Carolina,37101,Johnston County,68353,41257,111357,27096,0.6138186193952780,0.37049309877241700,0.2433255206228620
North Carolina,37103,Jones County,3280,2197,5525,1083,0.5936651583710410,0.3976470588235290,0.19601809954751100
North Carolina,37105,Lee County,16469,12143,29008,4326,0.5677399338113620,0.41860865968008800,0.14913127413127400
North Carolina,37107,Lenoir County,14590,13605,28409,985,0.5135696434228590,0.4788975324721040,0.03467211095075500
North Carolina,37109,Lincoln County,36341,13274,50217,23067,0.7236792321325450,0.26433279566680600,0.45934643646573900
North Carolina,37111,McDowell County,16883,5832,23003,11051,0.733947745946181,0.2535321479806980,0.4804155979654830
North Carolina,37113,Macon County,14211,6230,20743,7981,0.6850985874752930,0.3003422841440490,0.3847563033312440
North Carolina,37115,Madison County,7979,4901,13076,3078,0.6102018966044660,0.3748088100336490,0.2353930865708170
North Carolina,37117,Martin County,6532,5911,12540,621,0.5208931419457740,0.47137161084529500,0.049521531100478500
North Carolina,37119,Mecklenburg County,179211,378107,567053,-198896,0.3160392414818370,0.6667930510904630,-0.3507538096086260
North Carolina,37121,Mitchell County,7090,1867,9041,5223,0.7842052870257720,0.2065037053423290,0.5777015816834420
North Carolina,37123,Montgomery County,8411,4327,12849,4084,0.6546034710872440,0.33675772433652400,0.3178457467507200
North Carolina,37125,Moore County,36764,20779,58339,15985,0.6301787826325440,0.35617682853665600,0.2740019540958880
North Carolina,37127,Nash County,25827,25947,52271,-120,0.4940980658491320,0.4963937938818850,-0.0022957280327524100
North Carolina,37129,New Hanover County,63331,66138,131830,-2807,0.48039899871046000,0.5016915724797090,-0.021292573769248300
North Carolina,37131,Northampton County,3989,6069,10109,-2080,0.394598872292017,0.6003561183104170,-0.20575724601839900
North Carolina,37133,Onslow County,46078,24266,72235,21812,0.6378902194227180,0.33593133522530600,0.30195888419741100
North Carolina,37135,Orange County,20176,63594,84997,-43418,0.23737308375589700,0.7481911126275050,-0.5108180288716070
North Carolina,37137,Pamlico County,4849,2713,7631,2136,0.6354344122657580,0.3555235224741190,0.2799108897916390
North Carolina,37139,Pasquotank County,9770,9832,19897,-62,0.4910287983113030,0.4941448459566770,-0.0031160476453737100
North Carolina,37141,Pender County,21956,11723,34169,10233,0.6425707512657670,0.3430887646697300,0.29948198659603700
North Carolina,37143,Perquimans County,4903,2492,7484,2411,0.6551309460181720,0.33297701763762700,0.3221539283805450
North Carolina,37145,Person County,13184,8465,21894,4719,0.6021741116287570,0.386635607929113,0.21553850369964400
North Carolina,37147,Pitt County,38982,47252,87573,-8270,0.4451371998218630,0.5395726993479730,-0.09443549952610970
North Carolina,37149,Polk County,7689,4518,12358,3171,0.6221880563197930,0.36559313804822800,0.25659491827156500
North Carolina,37151,Randolph County,56894,15618,73316,41276,0.7760106934366300,0.21302307818211600,0.5629876152545150
North Carolina,37153,Richmond County,11830,8754,20763,3076,0.5697635216490870,0.4216153735009390,0.14814814814814800
North Carolina,37155,Robeson County,27806,19020,47188,8786,0.589259981351191,0.4030685767568030,0.18619140459438800
North Carolina,37157,Rockingham County,31301,15992,47809,15309,0.6547093643456250,0.33449768871969700,0.32021167562592800
North Carolina,37159,Rowan County,49297,23114,73408,26183,0.6715480601569310,0.31487031386224900,0.3566777462946820
North Carolina,37161,Rutherford County,24891,9135,34429,15756,0.7229661041563800,0.2653286473612360,0.45763745679514400
North Carolina,37163,Sampson County,17411,10966,28618,6445,0.608393318890209,0.38318540778531000,0.22520791110489900
North Carolina,37165,Scotland County,7473,7186,14775,287,0.5057868020304570,0.48636209813874800,0.019424703891709000
North Carolina,37167,Stanly County,25458,8129,33939,17329,0.7501104923539290,0.23951795869059200,0.5105925336633370
North Carolina,37169,Stokes County,20142,5286,25701,14856,0.7837049142056730,0.2056729310143570,0.5780319831913150
North Carolina,37171,Surry County,27538,8721,36638,18817,0.7516239969430650,0.2380315519406080,0.5135924450024570
North Carolina,37173,Swain County,4161,2780,7068,1381,0.5887096774193550,0.39332201471420500,0.19538766270515
North Carolina,37175,Transylvania County,11636,8444,20404,3192,0.5702803371887870,0.41384042344638300,0.1564399137424030
North Carolina,37177,Tyrrell County,1044,758,1817,286,0.5745734727572920,0.4171711612548160,0.15740231150247700
North Carolina,37179,Union County,80382,48725,131011,31657,0.6135515338406700,0.37191533535352000,0.2416361984871500
North Carolina,37181,Vance County,8391,12431,20999,-4040,0.39959045668841400,0.5919805705033570,-0.19239011381494400
North Carolina,37183,Wake County,226197,393336,631830,-167139,0.35800294382982800,0.6225345425193490,-0.2645315986895210
North Carolina,37185,Warren County,3752,6400,10293,-2648,0.36451957641115300,0.6217817934518610,-0.25726221704070700
North Carolina,37187,Washington County,2781,3396,6205,-615,0.44818694601128100,0.547300564061241,-0.09911361804995970
North Carolina,37189,Watauga County,14451,17122,32220,-2671,0.4485102420856610,0.5314090626939790,-0.08289882060831780
North Carolina,37191,Wayne County,30709,24215,55537,6494,0.5529466841925200,0.4360156292201600,0.11693105497236100
North Carolina,37193,Wilkes County,27592,7511,35466,20081,0.7779845485817400,0.21178029662211700,0.5662042519596230
North Carolina,37195,Wilson County,19581,20754,40735,-1173,0.48069227936663800,0.5094881551491350,-0.02879587578249670
North Carolina,37197,Yadkin County,15933,3763,19923,12170,0.7997289564824580,0.18887717713195800,0.6108517793504990
North Carolina,37199,Yancey County,7516,3688,11352,3828,0.6620859760394640,0.324876673713883,0.3372093023255810
North Dakota,38001,Adams County,981,258,1269,723,0.7730496453900710,0.2033096926713950,0.5697399527186760
North Dakota,38003,Barnes County,3568,1820,5565,1748,0.6411500449236300,0.3270440251572330,0.3141060197663970
North Dakota,38005,Benson County,1094,822,1961,272,0.5578786333503320,0.4191738908720040,0.13870474247832700
North Dakota,38007,Billings County,541,72,635,469,0.8519685039370080,0.11338582677165400,0.7385826771653540
North Dakota,38009,Bottineau County,2575,821,3471,1754,0.7418611351195620,0.23653125900316900,0.5053298761163930
North Dakota,38011,Bowman County,1395,228,1657,1167,0.8418829209414600,0.1375980687990340,0.7042848521424260
North Dakota,38013,Burke County,994,137,1155,857,0.8606060606060610,0.11861471861471900,0.741991341991342
North Dakota,38015,Burleigh County,34744,14348,50753,20396,0.6845703702244200,0.2827025003448070,0.40186786987961300
North Dakota,38017,Cass County,42619,40311,86053,2308,0.49526454626799800,0.46844386598956500,0.026820680278433100
North Dakota,38019,Cavalier County,1499,474,2020,1025,0.7420792079207920,0.23465346534653500,0.5074257425742570
North Dakota,38021,Dickey County,1742,608,2424,1134,0.7186468646864690,0.2508250825082510,0.46782178217821800
North Dakota,38023,Divide County,904,265,1202,639,0.7520798668885190,0.22046589018302800,0.5316139767054910
North Dakota,38025,Dunn County,1951,342,2338,1609,0.8344739093242090,0.14627887082976900,0.6881950384944400
North Dakota,38027,Eddy County,854,383,1261,471,0.6772402854877080,0.3037272006344170,0.3735130848532910
North Dakota,38029,Emmons County,1738,237,2009,1501,0.8651070184171230,0.11796913887506200,0.7471378795420610
North Dakota,38031,Foster County,1362,373,1778,989,0.766029246344207,0.20978627671541100,0.5562429696287960
North Dakota,38033,Golden Valley County,871,137,1026,734,0.8489278752436650,0.13352826510721200,0.7153996101364520
North Dakota,38035,Grand Forks County,16987,12880,30970,4107,0.5484985469809490,0.41588634162092300,0.13261220536002600
North Dakota,38037,Grant County,1145,207,1381,938,0.8291093410572050,0.1498913830557570,0.6792179580014480
North Dakota,38039,Griggs County,907,308,1250,599,0.7256,0.2464,0.4792
North Dakota,38041,Hettinger County,1091,196,1312,895,0.8315548780487810,0.14939024390243900,0.6821646341463410
